Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
[(2S)-2-hydroxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] octadeca-9,11-dienoate	7545	517.3375	0.8	6.9	C27H48O9	[M + H]+	0.53	LTUBFBQPAXQZTF	-0.212251791754682	0.206984398389596	0.510861284235452	Glycosylmonoacylglycerols
3-Hydroxy-2-phenylpropionic acid 3-piperidinopropyl ester	4634	314.174	4	4.2	C17H25NO3	[M + Na]+	0.51	RRQNVSHRFNLZEO	0.433172549111677	0.207340745938542	0.510861284235452	Beta hydroxy acids and derivatives
methyl 3-(2H-1,3-benzodioxol-5-yl)prop-2-enoate	6776	207.0644	-4.1	3.8	C11H10O4	[M + H]+	0.57	WPNYKVVEDMUXTO	-0.721733275992077	0.207108125143419	0.510861284235452	Coumaric acids and derivatives
3,3'-o-Phenylenedi(L-alanine)	5505	275.1011	3.1	3.7	C12H16N2O4	[M + Na]+	0.5	PKBDZWBCXCQRQC	0.313732650248122	0.208775825228104	0.511900125759284	Alpha amino acids and derivatives
[2,3-di(hexanoyloxy)-5-hydroxy-6-(hydroxymethyl)oxan-4-yl] hexanoate	7185	497.2716	-1	5.8	C24H42O9	[M + Na]+	0.54	GWRLDSTZVHOXAA	0.403404455260428	0.210490986146127	0.513142129996607	Saccharolipids
Omeprazole sulfone N-oxide-d3	1898	378.1107	-3.1	3.8	C17H19N3O5S	[M + H]+	0.85	ZBGMHRIYIGAEGJ	0.726827829171052	0.211433408012358	0.514408031368292	Sulfinylbenzimidazoles
1-(2-Acetoxycyclopentyl)pentyl acetate	7671	257.1743	-1.6	5.4	C14H24O4	[M + H]+	0.5	ONAHSEWODDXPPF	-0.773638415304716	0.211712004270053	0.514742453048588	Dicarboxylic acids and derivatives
1,10-Di-O-(2-acetamido-2-deoxyglucopyranosyl)-2-azi-1,10-decanediol	6692	607.3144	-6.8	4.5	C26H46N4O12	[M + H]+	0.54	OCYKVCXQMCPXTQ	0.280549259386049	0.213655965209136	0.517743059878883	N-acyl-alpha-hexosamines
1-eicosadienoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	2384	772.5891	5.1	8.3	C43H82NO8P	[M + H]+	0.93	LNGBVAOHJZCRIL	-0.605489760843885	0.215179787338128	0.519365112125846	Phosphatidylcholines
1-pentadecanoyl-2-eicosadienoyl-sn-glycero-3-phosphocholine	2399	772.5895	5.7	8.5	C43H82NO8P	[M + H]+	0.93	XSSUJRSOHXBICQ	-0.605489760843885	0.215179787338128	0.519365112125846	Phosphatidylcholines
4beta-Acetoxy-9-deacetylstylatulide lactone	1881	531.2189	-2.3	5.4	C26H36O10	[M + Na]+	0.54	ICLRQQSDLHKALI	0.280004595073495	0.218234979410407	0.521903586826068	Diterpene lactones
(4R)-4-aminodecanedioic acid	7048	240.122	5.5	2.7	C10H19NO4	[M + Na]+	0.53	MCFWOJTVRGLOSJ	-0.353649136632303	0.217957273461367	0.521903586826068	Gamma amino acids and derivatives
DnHA	2475	357.3006	1.8	7.3	C21H40O4	[M + H]+	0.56	MJOKHGMXPJXFTG	-0.491187602524253	0.218210073342545	0.521903586826068	Fatty acid esters
Canadensene	1243	617.2589	3.3	5.2	C30H42O12	[M + Na]+	0.51	USDGRBIQBGVGOS	0.215730924614429	0.222914310607079	0.527903120229437	Taxanes and derivatives
Acetylmesalazine	1494	196.0589	-8	1.5	C9H9NO4	[M + H]+	0.73	GEFDRROBUCULOD	-0.143598375795128	0.224314116348767	0.529846412992515	Salicylic acid and derivatives
N-[5-[5-[1-(1H-imidazol-2-ylmethyl)pyrrolidin-2-yl]-1,2,4-oxadiazol-3-yl]pyridin-2-yl]-2-methoxyacetamide	3167	406.1628	7.4	3.1	C18H21N7O3	[M + Na]+	0.51	STIZGKTUVVLTPJ	-1.21084558919653	0.224563734020175	0.529846412992515	Aralkylamines
Elaol	224	279.1585	-2.1	6.8	C16H22O4	[M + H]+	0.95	DOIRQSBPFJWKBE	-0.0734811047732982	0.225791922636197	0.530297751205899	Benzoic acid esters
JBIR-20	3382	534.3201	1.9	5.5	C26H48NO8P	[M + H]+	0.53	LBWZRMONPJHZQE	0.339623258681109	0.225547650198088	0.530297751205899	Macrolides and analogues
10-methoxy-10-oxodecanoate	5553	217.1433	-0.5	4.8	C11H20O4	[M + H]+	0.61	OSYQOBUUFRGFNG	-0.167187161006606	0.225371483583566	0.530297751205899	Medium-chain fatty acids
Nonioside F	4671	697.2734	7.7	5.2	C28H50O17	[M + K]+	0.6	HCLQGOMLWNZMTI	0.487346599568135	0.226548148713217	0.531331896049583	Oligosaccharides
acetaminophen	1151	152.069	-10.7	0.5	C8H9NO2	[M + H]+	0.73	RZVAJINKPMORJF	0.419195374037969	0.228991680834372	0.531523818773516	Acetanilides
4-(N-Butylamino-2,2,3,3,4,4,4-d7)benzoic acid	501	194.1168	-4	4.8	C11H15NO2	[M + H]+	0.68	YCCRFDDXAVMSLM	-0.178105483002895	0.227356257762116	0.531523818773516	Aminobenzoic acids
N-(3-HYDROXYPROPYL)-N'-(2-{[2-(1H-INDOL-3-YL)ETHYL]CARBAMOYL}PHENYL)ETHANEDIAMIDE	2086	409.1866	-1	0.9	C22H24N4O4	[M + H]+	0.51	ARYSBVCGZNBFOO	-0.227339948774943	0.231301153085752	0.533558067870802	Acylaminobenzoic acid and derivatives
(2S)-2-amino-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-hydroxypropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]propanamide	5279	453.2459	6	2.8	C18H34N6O6	[M + Na]+	0.53	PUBZQEHHFSEPEJ	0.422065931330001	0.231234306079395	0.533558067870802	Peptides
Calaliukiuenoside	3052	453.2303	-6.1	2.8	C20H36O11	[M + H]+	0.59	SSIWNCYQUXTPDX	0.422065931330001	0.231234306079395	0.533558067870802	Fatty acyl glycosides of mono- and disaccharides
24-keto-25dehydrocholesterol	3923	399.3246	-3	6.1	C27H42O2	[M + H]+	0.6	AHQSISRIGWKDQV	0.199913930457521	0.232473646628402	0.534818278701523	Monohydroxy bile acids, alcohols and derivatives
Deferrihydroxycoprogen	1916	785.3935	0.9	2.8	C35H56N6O14	[M + H]+	0.51	SGPLEYQYGHWNQM	-0.291269027851514	0.233090982978177	0.534979745073261	Alpha amino acids and derivatives
6-Dehydrotestosterone	2711	287.2006	0.1	4.3	C19H26O2	[M + H]+	0.74	UMDCOKNNLDEKJB	0.266971754601883	0.234105998320955	0.536971431368882	Androgens and derivatives
.delta.-(sup 9,8.beta., 10.alpha.-triol, 3,8-diacetoxy-	4719	375.1544	-6.6	4.7	C19H28O5	[M + K]+	0.53	CLIPYJQRTQNGAM	0.449991933612757	0.24104470780163	0.547037989640662	Linear triquinanes
N-myristoylsphingosine-1-phosphocholine	1305	697.5275	2.8	7.9	C37H75N2O6P	[M + Na]+	0.83	KYICBZWZQPCUMO	-0.229557109261862	0.241309143877497	0.547297542115194	Phosphosphingolipids
Deuterioglutamin	631	147.0757	-4.9	0.3	C5H10N2O3	[M + H]+	0.79	ZDXPYRJPNDTMRX	-0.203153914085166	0.244260517811576	0.550713361257517	Alpha amino acids and derivatives
3-oxochol-4-en-24-oate	2642	373.272	-4.7	5.2	C24H36O3	[M + H]+	0.63	WCFIGQHNBJXROP	0.340570565276023	0.247696947595099	0.55657019101679	Bile acids, alcohols and derivatives
ranitidine	1095	315.1473	-3.9	0.8	C13H22N4O3S	[M + H]+	0.98	VMXUWOKSQNHOCA	1.34500568091764	0.248429018884794	0.557208260684406	Aralkylamines
caseamembrin D	3821	627.317	4.7	6.9	C33H48O10	[M + Na]+	0.53	ZWHARZIRGKBMPI	0.49603431116626	0.249352454511239	0.558935710880448	Colensane and clerodane diterpenoids
Benzoylcarnitine	4945	266.1379	-2.8	2.1	C14H19NO4	[M + H]+	0.5	AWUHAZDZHNWQAG	0.27032581172425	0.250012690195732	0.559728142521573	Benzoic acid esters
4-[3-[2-(1H-Indole-3-yl)-2-oxoacetylamino]propylaminio]butylammonium	814	339.1765	-7.8	5.8	C17H24N4O2	[M + Na]+	0.55	TUOXXENDICUNMW	-0.272628795256408	0.250538000669886	0.559728142521573	Indoles
(3R,4S,5R,6S,8S,9R,11R,12S,13R,14R)-4-[(2R,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-8,12-dihydroxy-3,5,9,11,13-pentamethyl-oxacyclotetradecane-2,10-dione	7396	690.444	2.5	7	C35H63NO12	[M + H]+	0.5	XVXOJKBKQGAYIQ	-0.232805280479954	0.250626832118927	0.559728142521573	Aminoglycosides
2-methoxy-4-methyl-1-prop-1-en-2-ylbenzene	3091	185.0949	6.6	5	C11H14O	[M + Na]+	0.55	LDQHURFLDDRWGZ	-1.03365772091232	0.250876075580582	0.55994188962202	Phenylpropenes
tridecaethyleneglycol	2764	608.3842	-1.7	3.4	C26H54O14	[M + H3N + H]+	0.53	AKWFJQNBHYVIPY	-0.221793166915743	0.254698997599246	0.566394661124665	Polyethylene glycols
oleoylcholine	1261	368.3518	-1.4	7.1	C23H45NO2	[M + H]+	0.54	PVXGXBXEHLTWOE	-0.313594859962527	0.254590284903949	0.566394661124665	Acyl cholines
3-Hydroxydodecanedioate	7415	247.1527	-5.5	3.9	C12H22O5	[M + H]+	0.66	FYVQCLGZFXHEGL	-0.448861186321879	0.257082463263267	0.569957290894307	Medium-chain hydroxy acids and derivatives
arachidonoylcholine	1404	390.3333	-8.6	6.7	C25H43NO2	[M + H]+	0.5	NJSSWIYQGNCVTH	-0.310554569873968	0.258155259907081	0.570841699525392	Acyl cholines
3-quinolin-2-ylpropanoate	4672	202.0863	0.3	1	C12H11NO2	[M + H]+	0.53	PBXJDATXARPDPW	0.394999503553218	0.258597514493424	0.570841699525392	Quinolines and derivatives
CDCA-3G	2290	569.332	0	5.2	C30H48O10	[M + H]+	1	GDNGOAUIUTXUES	0.227605251701311	0.262521135984353	0.575715323472601	Steroid glucuronide conjugates
androstenone	3155	273.2208	-1.9	4.8	C19H28O	[M + H]+	0.6	HFVMLYAGWXSTQI	0.254845477896156	0.26497276456308	0.576432113982648	Androgens and derivatives
N-[2-(4-methoxyphenyl)ethyl]-2,2-dimethyloxan-4-amine	4538	264.1957	-0.4	3	C16H25NO2	[M + H]+	0.54	HGHJDDRQDDJMLV	-1.20100868043424	0.264400444899732	0.576432113982648	Phenethylamines
Desvenlafaxine	5950	264.1951	-2.6	2.8	C16H25NO2	[M + H]+	0.97	KYYIDSXMWOZKMP	-1.20100868043424	0.264400444899732	0.576432113982648	Cyclohexanols
glutamate	1466	148.0598	-4.5	0.3	C5H9NO4	[M + H]+	0.69	WHUUTDBJXJRKMK	0.228338385854011	0.267458845420751	0.580242622087532	Alpha amino acids and derivatives
deuteroarginine	1210	175.119	0.2	0.3	C6H14N4O2	[M + H]+	0.99	ODKSFYDXXFIFQN	-0.201431818876348	0.270253818464958	0.582646953459593	Alpha amino acids and derivatives
lactosylamine	4944	380.0939	-3.8	0.8	C12H23NO10	[M + K]+	0.63	RVOXBKZHFYRXCD	0.437374776546946	0.270527002347483	0.582646953459593	O-glycosyl compounds
3-hydroxyoctanoylcarnitine	4232	304.2108	-3.4	3.1	C15H29NO5	[M + H]+	0.61	LUBMSOHGUAAXAM	0.294053785832046	0.271380487750491	0.583564055911581	Beta hydroxy acids and derivatives
Isoleucylvaline	5354	231.1695	-3.5	0.7	C11H22N2O3	[M + H]+	0.61	BCXBIONYYJCSDF	-0.16136372180477	0.271970760885593	0.584144502326124	Dipeptides
1-eicosenoyl-glycero-3-phosphocholine	973	550.3917	8.9	7.4	C28H56NO7P	[M + H]+	0.94	YYSFWGQAKJTHRE	-0.12491288977588	0.274203758079	0.587901884605592	Lysophosphatidylcholines
[(2S,3R,4S,5S,6R,7R,8R)-5,6,7-trihydroxy-2,4,6,8-tetramethyl-9-oxooxonan-3-yl] (E,4R)-4-hydroxydec-2-enoate	7445	453.246	0.3	5.7	C22H38O8	[M + Na]+	0.51	IOPKEIRLUYIXEC	-0.714219187212255	0.27791104609744	0.590641949369092	Fatty alcohols
Hydroxydehydro Nifedipine Carboxylate	4978	347.0866	-2.2	3.1	C16H14N2O7	[M + H]+	0.63	ARDQNVJJIRIJPD	-1.78245981673438	0.28105168218872	0.594200281125949	Phenylpyridines
gabapentin	802	172.1325	-4	1	C9H17NO2	[M + H]+	0.86	UGJMXCAKCUNAIE	1.26204784768903	0.282395200826307	0.596004223040243	Gamma amino acids and derivatives
acetyltryptophanate	5412	247.1071	-2.4	3.1	C13H14N2O3	[M + H]+	1	DZTHIGRZJZPRDV	0.916078383793296	0.283631163263128	0.596952885616107	Alpha amino acids and derivatives
1-O-acetyl-2-O-[(3r,8r)-3,8-bis(acetyloxy)eicosanoyl]-sn-glycerol	7223	567.3534	5.3	7.4	C29H52O9	[M + Na]+	0.6	NLOCQLAPKMFLFE	-0.301929319583258	0.283990473414847	0.596952885616107	Tetracarboxylic acids and derivatives
[(1S,4aR,5R,7S,7aS)-7-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-5-yl] (E,6R)-8-[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2,6-dimethyloct-2-enoate	3924	687.2626	0.2	3.9	C30H48O15	[M + K]+	0.55	YNIHZPBSIYUTGJ	0.527122880006768	0.284538741659327	0.597620745597526	Iridoid O-glycosides
Glucuronyl-salicylurate	4922	372.0921	-1.1	0.9	C15H17NO10	[M + H]+	0.73	YLHIHVLXUROIAA	0.658517265591758	0.286960824060343	0.600083787470223	Phenolic glycosides
(2S)-2-(2-Oxopyrrolidin-1-yl)butanoic acid	3224	172.0959	-5.4	1.6	C8H13NO3	[M + H]+	0.63	IODGAONBTQRGGG	1.56527972128479	0.290189011541167	0.603074458132181	Alpha amino acids and derivatives
(3R)-4-[[(2S)-1-[[(2R,3S)-1-[[(2R)-1-[[(1S)-1-carboxy-2-phenylethyl]amino]-1-oxopropan-2-yl]amino]-3-hydroxy-4-methyl-1-oxopentan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-[[(2S)-3-methyl-2-[(2-phenylacetyl)amino]butanoyl]amino]-4-oxobutanoic acid	5645	769.373	-4.9	5	C38H52N6O11	[M + H]+	0.56	IWWAXMWKPSNDDI	-0.278115664166913	0.290725953860352	0.603074458132181	Oligopeptides
(2S,4S)-1-[5-[(2S,4S)-2-carboxy-4-(thiophene-2-carbonylamino)pyrrolidin-1-yl]-5-oxopentanoyl]-4-[(1-methylpyrrole-2-carbonyl)amino]pyrrolidine-2-carboxylic acid	5898	612.1488	-6	3.4	C26H31N5O8S	[M + K]+	0.5	PMKOIENOQIEOAL	1.45585788211051	0.290859899514814	0.603074458132181	Alpha amino acids and derivatives
Tetrahydropiperine	3187	312.1584	4.3	6	C17H23NO3	[M + Na]+	0.56	APZYKUZPJCQGPP	-0.250146509460381	0.291710566071315	0.604100683165613	Benzodioxoles
oxybenzone	1381	229.0852	-3	5.9	C14H12O3	[M + H]+	0.98	DXGLGDHPHMLXJC	-0.204700713123958	0.292479864694073	0.604192613686479	Benzophenones
glycocholate	1717	466.3151	-2.6	4.4	C26H43NO6	[M + H]+	0.97	RFDAIACWWDREDC	0.290627798184311	0.294277696039711	0.606331059993249	Glycinated bile acids and derivatives
ampicillinate	5135	350.1156	-3.7	3.2	C16H19N3O4S	[M + H]+	0.93	AVKUERGKIZMTKX	-0.781723129745531	0.296571125960571	0.608841526681276	Penicillins
Ranitidine N-oxide	1227	331.143	-1.4	1	C13H22N4O4S	[M + H]+	0.72	DFJVUWAHTQPQCV	1.04210288096963	0.296657908668118	0.608841526681276	Heteroaromatic compounds
Propionylcarnitine	1235	218.1373	-6.6	0.4	C10H19NO4	[M + H]+	0.54	UFAHZIUFPNSHSL	0.185254444014169	0.299683360249325	0.613405205634819	Dicarboxylic acids and derivatives
Deoxycorticosterone 21-glucoside	5032	493.279	-1.2	5	C27H40O8	[M + H]+	0.59	SMSMUZPFFJLROV	0.227482071925398	0.300274229286718	0.61360181103921	Steroidal glycosides
PGPC-d6	6360	610.3707	-1.3	6.7	C29H56NO10P	[M + H]+	0.98	CDZVJFRXJAUXPP	0.326707872466522	0.30093397699639	0.61414680885172	Phosphatidylcholines
4kqq	4121	536.1805	-0.8	3.7	C23H29N5O8S	[M + H]+	0.75	OKSUEATVFIVTFV	-1.05307815796631	0.301937271256138	0.61414680885172	Dipeptides
3alpha-sulfooxy-12alpha-hydroxy-5beta-cholan-24-oyl-glycine	2866	530.2787	1	4.8	C26H43NO8S	[M + H]+	0.95	QJZCNFGUZPMYAX	0.270881855562378	0.301913775796819	0.61414680885172	Glycinated bile acids and derivatives
tritiophenylalanine	591	166.0848	-9	0.5	C9H11NO2	[M + H]+	1	COLNVLDHVKWLRT	0.0958996767533105	0.305917570017853	0.61561915998977	Alpha amino acids and derivatives
Trihexanoin	6867	409.2557	-0.9	7.2	C21H38O6	[M + Na]+	0.51	MAYCICSNZYXLHB	-0.204249128251068	0.307646196972856	0.616640933992426	Triacylglycerols
Methyl tetra-O-acetyl-|A-D-glucopyranuronate	1531	377.109	3	2	C15H20O11	[M + H]+	0.52	DPOQCELSZBSZGX	-2.20911940922746	0.310681371659193	0.618817565505777	Pentacarboxylic acids and derivatives
ketorolac	2373	256.0963	-2.1	4.5	C15H13NO3	[M + H]+	0.59	OZWKMVRBQXNZKK	-1.31403294278407	0.313338530118142	0.622749656316548	Aryl ketones
Cyclopassifloic acid E	5448	575.3569	2.4	6.5	C31H52O8	[M + Na]+	0.5	DXAVXXNAJINCIJ	0.655050200083454	0.31389002116731	0.623505940739204	Cycloartanols and derivatives
theobromine	2140	181.071	-5.4	0.7	C7H8N4O2	[M + H]+	1	YAPQBXQYLJRXSA	-0.358279877794299	0.323194215153741	0.633028371012453	Xanthines
2alpha,3alpha-dihydroxy-5alpha-spirostan-6-one	5539	447.3094	-2.5	5.7	C27H42O5	[M + H]+	0.54	MGMLBFBCDCPWIV	0.189935888565339	0.327671527068619	0.637301506794598	Triterpenoids
6'-N-Formimidoylamikacin	4574	613.3002	-6	4.2	C23H44N6O13	[M + H]+	0.52	UYUCIVTZQKESAO	0.337826797911116	0.328288809444776	0.637301506794598	Aminoglycosides
NA	7032	583.2211	6.3	2.7	C31H34O11	[M + H]+	0.57	WLRZUQJSXGHLHS	0.675254046451072	0.326559323525638	0.637301506794598	NA
6'-N-Acetimidoylamikacin	2463	627.319	-1	3.4	C24H46N6O13	[M + H]+	0.56	UBABYCFDIBWBQB	0.219894412867531	0.328846257340058	0.637340074555946	Aminoglycosides
Monostearin	256	359.3153	-0.8	8.4	C21H42O4	[M + H]+	0.97	VBICKXHEKHSIBG	-0.0812441917760944	0.329592371980399	0.637340074555946	Monoacylglycerols
H-Tpi-OH	2329	217.098	3.8	1.3	C12H12N2O2	[M + H]+	0.63	FSNCEEGOMTYXKY	-0.81098371501093	0.335000109840306	0.644380485541981	Beta carbolines
Diethylhexylphthalate	41	391.2833	-2.5	9	C24H38O4	[M + H]+	0.91	BJQHLKABXJIVAM	-0.121974073832966	0.337838330538544	0.649155106150722	Benzoic acid esters
Normirtazapine	5250	252.149	-2.1	2.7	C16H17N3	[M + H]+	0.71	FGLAMNFOHWVQOH	-0.782945361624682	0.338621415703837	0.649686746000642	Piperazinoazepines
Levetiracetam	2110	171.1123	-3	0.8	C8H14N2O2	[M + H]+	0.71	HPHUVLMMVZITSG	0.400831676679751	0.339454522430662	0.65032315599429	Alpha amino acids and derivatives
11-beta-hydroxyandrosterone-3-glucuronide	3305	505.2405	-0.6	4.1	C25H38O9	[M + Na]+	0.73	BRPLOVMHAFXVOQ	0.229363127198392	0.34106107129926	0.652160196318939	Steroid glucuronide conjugates
Tryptophylglutamate	1650	334.1386	-3.4	0.9	C16H19N3O5	[M + H]+	0.91	PWIQCLSQVQBOQV	0.196062260875433	0.341624229096707	0.652160196318939	Dipeptides
S-Methyl-d3-thioacetaminophen	4798	198.0583	0.1	1	C9H11NO2S	[M + H]+	0.65	KNDKLDWGYWQCCJ	0.434865346133635	0.342956867899581	0.653481555501448	Acetanilides
(2S,4R)-4-[(6-O-beta-D-Xylopyranosyl-beta-D-glucopyranosyl)oxy]-2-pentanol	2391	399.1849	-3.1	2.8	C16H30O11	[M + H]+	0.59	HHHWKTJWCDPMMV	0.402808295241764	0.347230452299821	0.658427975847186	Fatty acyl glycosides of mono- and disaccharides
(2S,5aS,8aR)-1,6-dimethyl-2-[3-oxo-3-(4-pyridin-2-ylpiperazin-1-yl)propyl]-3,4,5a,7,8,8a-hexahydro-2H-pyrrolo[3,2-e][1,4]diazepin-5-one	884	401.2659	-0.2	7.4	C21H32N6O2	[M + H]+	0.5	FPDCGERGWCSLRS	-0.18236802886215	0.351980046771205	0.662027452591329	Pyridinylpiperazines
Asebotoxin I	4878	449.2524	3.2	4	C23H38O7	[M + Na]+	0.52	UVIOAKNWFGGRCJ	0.317383901909265	0.355549748906331	0.666336040216541	Leucothol and grayanotoxane diterpenoids
Adrenate	1229	333.2793	1.3	8.3	C22H36O2	[M + H]+	0.62	TWSWSIQAPQLDBP	-0.109714323003608	0.357078336281139	0.668513702472955	Very long-chain fatty acids
N~8~-(2-methoxyethyl)-9-pentofuranosyl-9H-purine-6,8-diamine	2804	341.1558	-2.9	5.7	C13H20N6O5	[M + H]+	0.52	AWXXUJPQAZFVOC	0.286303486634404	0.360670263164543	0.672476712556793	Purine nucleosides
Dihydroxycarbazepine	3166	271.1079	0.5	3.3	C15H14N2O3	[M + H]+	0.56	PRGQOPPDPVELEG	-0.130602530055985	0.363572605267906	0.673754721245962	Dibenzazepines
Benzothiazolone	7489	152.0148	-10.8	3.4	C7H5NOS	[M + H]+	0.98	YEDUAINPPJYDJZ	-0.430820170696761	0.366830334790342	0.678757093343671	Benzothiazoles
1-(3,6,11-trihydroxy-10,13,16-trimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethanone	3533	387.2473	-8.5	5	C22H36O4	[M + Na]+	0.63	SWVDHUZTLUXSGL	-0.173926291848174	0.367172344573588	0.679045406014136	Gluco/mineralocorticoids, progestogins and derivatives
7alpha-Hydroxybotrienalol	1522	311.1854	0.2	6	C17H26O5	[M + H]+	0.52	LCAFIAWKWPMFHH	0.148571370346235	0.370448562194756	0.681991875983986	Cyclic alcohols and derivatives
N-methyl-5-[5-[(2R)-1-[(3,4,5-trimethoxyphenyl)methyl]pyrrolidin-2-yl]-1,2,4-oxadiazol-3-yl]pyridin-2-amine	4321	448.1967	2.7	2.8	C22H27N5O4	[M + Na]+	0.51	VWKUVFBSQMRAOY	-0.33794624356725	0.370223558321138	0.681991875983986	Phenylmethylamines
7-oxotaurolithocholate	2896	498.2866	-3.6	4.1	C26H43NO6S	[M + H]+	0.96	QNRIYEYAHVEGQJ	0.306230076229975	0.371588017132539	0.683195076740714	Monohydroxy bile acids, alcohols and derivatives
pentadecaethyleneglycol	3961	696.4375	-0.2	3.5	C30H62O16	[M + H3N + H]+	0.52	OWTQQPNDSWCHOV	-0.125862580625317	0.376143417678437	0.687961406355696	Polyethylene glycols
1-arachidonoyl-sn-glycero-3-phosphoethanolamine	817	502.2922	-1.3	6.2	C25H44NO7P	[M + H]+	0.99	ROPRRXYVXLDXQO	-0.121944006691906	0.376089009576878	0.687961406355696	Lysophosphatidylethanolamines
5beta-Chola-3,8(14),11-trien-24-oic Acid	1169	355.2617	-4.2	5.2	C24H34O2	[M + H]+	0.66	SDCFNOCWBVAGES	0.230593094510203	0.37528791433212	0.687961406355696	Bile acids, alcohols and derivatives
(2S)-4-[(3R)-3-hydroxy-3-[(5R)-5-[(5R)-5-[(1S)-1,5,6-trihydroxyoctyl]oxolan-2-yl]oxolan-2-yl]propyl]-2-methyl-2H-furan-5-one	6457	457.279	-1.4	5.8	C24H40O8	[M + H]+	0.51	RZVKYVSXKFHNGM	0.194649431729789	0.377819151990009	0.688416197449247	Annonaceous acetogenins
N-[(3S,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3,4,5,6-tetrahydro-2H-pyran-2-ylium-3-yl]acetamide;hydron	3234	226.0677	-3.9	0.5	C8H13NO5	[M + Na]+	0.69	GKTCYHZKYCPMGF	0.525217708314102	0.383868619520093	0.693443266573537	Monosaccharides
piperacillin	4368	518.1699	-1	4.1	C23H27N5O7S	[M + H]+	0.86	IVBHGBMCVLDMKU	0.611975318811526	0.384084288039086	0.693443266573537	Peptides
1-myristoleoyl-2-vaccenoyl-sn-glycero-3-phosphocholine	463	730.5433	7.1	8.3	C40H76NO8P	[M + H]+	0.97	QNWUSMHOBHFMNS	0.256615030212477	0.385383468630265	0.694165133622561	Phosphatidylcholines
3-Arg-tuftsin	6842	582.3412	-6	5	C22H45N11O6	[M + Na]+	0.56	AMIKVPDNIWPWNL	0.794608539822395	0.395010697564713	0.696810653566982	Oligopeptides
Pimefylline	1965	315.1572	2.4	6	C15H18N6O2	[M + H]+	0.51	CDHVRXOLGDSJGX	-0.20794322590553	0.39027940320165	0.696810653566982	Xanthines
(2R)-2-hydroxy-2-(indol-3-yl)acetate	5012	192.0641	-7.5	1.3	C10H9NO3	[M + H]+	0.69	DJFPJDMKYOGJGU	0.259914221083881	0.397132864085262	0.696810653566982	Indolyl carboxylic acids and derivatives
Stelleracin B	6663	641.3099	2.2	4.4	C37H46O8	[M + Na]+	0.55	HCPYBGDUUHWAPM	0.358113142582499	0.39269460935198	0.696810653566982	Phorbol esters
N-(2-Amino-2-oxoethyl)-3-(dodecanoylamino)-N,N-dimethylpropan-1-aminium	4115	342.3101	-4.3	7.9	C19H39N3O2	[M + H]+	0.56	HJXOWTDBKRNSRX	1.23714558554034	0.39757975879457	0.696810653566982	Alpha amino acids and derivatives
Methyl 4-(benzyloxy)butanoate	1159	209.1193	9.7	7.4	C12H16O3	[M + H]+	0.52	HYPAAZHXIYWJBO	-0.139873721628765	0.393576197642028	0.696810653566982	Benzylethers
4-O-Hexopyranosyl-1-O-octadecanoylhexitol	2214	649.3577	2.5	5	C30H58O12	[M + K]+	0.59	IIYLMAIPMPRBFH	0.191794243324956	0.396212908700582	0.696810653566982	Fatty acyl glycosides of mono- and disaccharides
N-[2-(2-methylphenyl)-4-oxo-4H-chromen-6-yl]pyridine-2-carboxamide	1849	357.1259	7.1	3.7	C22H16N2O3	[M + H]+	0.5	JCYUULIJJZXFAG	0.264179905787413	0.39433614804421	0.696810653566982	Flavones
Octadecanamide	125	284.2957	3.1	8.4	C18H37NO	[M + H]+	0.99	LYRFLYHAGKPMFH	-0.153488910396784	0.397724584816058	0.696810653566982	Carboxylic acids and derivatives
Cholesta-5,20,24-trien-3-ol, (3.beta.)-	3811	383.3306	-0.6	5.5	C27H42O	[M + H]+	0.68	SCDYIGOIIPVCJC	0.257802216216175	0.389947696656798	0.696810653566982	Gluco/mineralocorticoids, progestogins and derivatives
bilirubin-XIIIalpha	941	585.2698	-1.7	3.9	C33H36N4O6	[M + H]+	0.7	SJDJRWBCNPRKRW	-0.249470745795732	0.394977071366663	0.696810653566982	Bilirubins
